token,symbol,stream,entry_time,exit_time,pnl_pct,realized_usd,ath_pct,hold_min,exit_reason,chain,dex
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_MC_LIQ,1785122189632,1785122268705,-100,-1,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_GOLD5,1785122188866,1785122269463,-100,-150,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_G,1785122188113,1785122270220,-100,-100,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_F2,1785122187310,1785122270994,-100,-100,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_F,1785122186564,1785122271908,-100,-100,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_E2,1785122185691,1785122272837,-100,-100,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_E,1785122184921,1785122273562,-100,-100,0.0,1,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_D2,1785122184148,1785122274347,-100,-100,0.0,2,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_D,1785122183409,1785122275119,-100,-100,0.0,2,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_B,1785122182652,1785122275899,-100,-100,0.0,2,rug_no_data,solana,pumpswap
FQpEmi2i4soV5igFjCK5avPHwaXCAV5a,MAGAVERSE,SNIPER_A,1785122181780,1785122276754,-100,-100,0.0,2,rug_no_data,solana,pumpswap
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_SMART_TOP_AGE5,1785121975947,1785122277494,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_SMART_COPY_AGE5,1785121975167,1785122278342,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_SMART_COPY_TOP,1785121974397,1785122279104,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_SMART_COPY,1785121973616,1785122279923,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_ULTRA_TRIPLE,1785121972863,1785122280700,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_VOL_VEL,1785121972133,1785122281476,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_MC_LIQ,1785121971387,1785122282236,-100,-1,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_LATE,1785121970632,1785122283018,-100,-300,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_H,1785121969895,1785122283887,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_F2,1785121969035,1785122284748,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_F,1785121968280,1785122285526,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_D2,1785121967529,1785122286278,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_D,1785121966778,1785122287072,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_B,1785121966039,1785122287838,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
9Hwjfxeg2jgD7kq8PQxqmeaWbo5FgGsx,KATFOOD,SNIPER_A,1785121965214,1785122288590,-100,-100,0.0,5,v2_early_liq_drop_-100%,solana,meteora
0x85f854e8a833b0c6fee0d561b909d1,SPXUP,SNIPER_A,1785121619557,1785122289559,-100,-200,19.6,11,v2_early_liq_drop_-100%,bsc,pancakeswap
0x86de7016319b7174b7751287f4f442,RIPCZ,SNIPER_BSC_FILTERED,1785122424280,1785122445236,-100,-30,0.0,0,rug_no_data,bsc,pancakeswap
0x86de7016319b7174b7751287f4f442,RIPCZ,SNIPER_H,1785122423473,1785122446297,-100,-100,0.0,0,rug_no_data,bsc,pancakeswap
0x86de7016319b7174b7751287f4f442,RIPCZ,SNIPER_B,1785122422756,1785122447134,-100,-100,0.0,0,rug_no_data,bsc,pancakeswap
0x86de7016319b7174b7751287f4f442,RIPCZ,SNIPER_A,1785122421918,1785122447925,-100,-100,0.0,0,rug_no_data,bsc,pancakeswap
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_SMART_TOP_AGE5,1785121745998,1785122448693,-68.2,-0.68,247.2,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_SMART_COPY_AGE5,1785121745026,1785122449564,-68.2,-0.68,247.2,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_SMART_COPY_TOP,1785121744188,1785122450365,-68.2,-0.68,247.2,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_SMART_COPY,1785121743294,1785122451165,-68.2,-0.68,247.2,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_VOL_VEL,1785121742447,1785122452162,-68.2,-0.68,247.2,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_LOWCAP,1785121741413,1785122452932,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_LATE,1785121740472,1785122453715,-69,-207.09,243.8,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_H,1785121739643,1785122454488,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_F2,1785121738817,1785122455290,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_F,1785121738029,1785122456247,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_D2,1785121737250,1785122457008,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_D,1785121736503,1785122457770,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_B,1785121735756,1785122458565,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
EsCL2u7Mq2SnFhm5mToBTdFKQN9f2dUk,MAGAVERSE,SNIPER_A,1785121734866,1785122459353,-68.7,-137.49,244.9,12,v2_early_liq_drop_-70%,solana,meteora
HumHcHQKgDsEYXZCQmfASrsvU2xBQAeM,Bob,SNIPER_LOWCAP,1785121858281,1785122632207,10.9,21.87,20.6,13,fast_stall_10min_low_pnl,solana,pumpswap
HumHcHQKgDsEYXZCQmfASrsvU2xBQAeM,Bob,SNIPER_H2,1785121857508,1785122633154,10.9,21.87,20.6,13,fast_stall_10min_low_pnl,solana,pumpswap
HumHcHQKgDsEYXZCQmfASrsvU2xBQAeM,Bob,SNIPER_H,1785121856721,1785122634071,10.9,21.87,20.6,13,fast_stall_10min_low_pnl,solana,pumpswap
HumHcHQKgDsEYXZCQmfASrsvU2xBQAeM,Bob,SNIPER_B,1785121855930,1785122634837,10.9,21.87,20.6,13,fast_stall_10min_low_pnl,solana,pumpswap
HumHcHQKgDsEYXZCQmfASrsvU2xBQAeM,Bob,SNIPER_A,1785121855126,1785122635671,10.9,21.87,20.6,13,fast_stall_10min_low_pnl,solana,pumpswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_F2,1785122627193,1785123060059,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_F,1785122626440,1785123061205,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_D2,1785122625682,1785123061989,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_D,1785122624921,1785123062773,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_B,1785122624164,1785123063580,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
0x5879d35279064832a3f743cd15c281,COW,SNIPER_A,1785122623354,1785123064362,27.2,54.34,61.9,7,tight_trail,bsc,pancakeswap
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_SMART_TOP_AGE5,1785123210163,1785123284811,-100,-1,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_SMART_COPY_AGE5,1785123209403,1785123285856,-100,-1,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_SMART_CLUSTER,1785123208597,1785123286629,-100,-1,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_SMART_COPY_TOP,1785123207789,1785123287425,-100,-1,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_SMART_COPY,1785123207004,1785123288256,-100,-1,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_B,1785123206243,1785123289060,-100,-100,0.0,1,rug_no_data,solana,meteora
APots5u3q8C32grGhpYUdXyBmMDsHKb4,DISTORPEPE,SNIPER_A,1785123205435,1785123289900,-100,-100,0.0,1,rug_no_data,solana,meteora
4QppGh2y9G5uLkeHPm19g36bbZ1xQZfa,COLAOW,SNIPER_B,1785123202199,1785123290767,-100,-150,0.0,1,rug_no_data,solana,pumpswap
4QppGh2y9G5uLkeHPm19g36bbZ1xQZfa,COLAOW,SNIPER_A,1785123201387,1785123291721,-100,-150,0.0,2,rug_no_data,solana,pumpswap
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_SMART_TOP_AGE5,1785122577738,1785123292502,-100,-1,39.9,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_SMART_COPY_AGE5,1785122576958,1785123293390,-100,-1,39.9,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_SMART_COPY_TOP,1785122576177,1785123294158,-100,-1,39.9,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_SMART_COPY,1785122575403,1785123294924,-100,-1,39.9,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_H2,1785122574637,1785123295800,-100,-100,39.2,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_H,1785122573870,1785123296571,-100,-100,39.2,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_B,1785122573148,1785123297354,-100,-100,39.2,12,rug_no_data,solana,meteora
HkgAkkqjrXuRdZCq8S9QC4T4RvxJjJMW,FROGE,SNIPER_A,1785122572287,1785123298099,-100,-100,39.2,12,rug_no_data,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_SMART_TOP_AGE5,1785123800731,1785123814311,-16.2,-0.16,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_SMART_COPY_AGE5,1785123799975,1785123815333,-16.2,-0.16,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_SMART_COPY_TOP,1785123799261,1785123816059,-16.2,-0.16,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_SMART_COPY,1785123798502,1785123816803,-16.2,-0.16,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_MC_LIQ,1785123797772,1785123817547,-16.2,-0.16,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_B,1785123797043,1785123818320,-17.7,-35.47,0.0,0,sl,solana,meteora
BgMkRPSRhUGYwrKyautXf8H7HmpBLQRw,CATE,SNIPER_A,1785123796173,1785123819067,-17.7,-35.47,0.0,0,sl,solana,meteora
0x008c19017d0a5209de430ce868aed4,LANJ,SNIPER_B,1785124390262,1785124948895,2.5,5.05,4.9,9,fast_stall_5min_bad_flow,bsc,pancakeswap
0x008c19017d0a5209de430ce868aed4,LANJ,SNIPER_A,1785124389425,1785124949904,2.5,5.05,4.9,9,fast_stall_5min_bad_flow,bsc,pancakeswap
GxiwoCTDPymuwWLHwpAwZ76gzz1UCKeA,POGE,SNIPER_D2,1785125038623,1785125104931,-24.9,-37.42,0.0,1,sl,solana,pumpswap
GxiwoCTDPymuwWLHwpAwZ76gzz1UCKeA,POGE,SNIPER_D,1785125037873,1785125105996,-24.9,-37.42,0.0,1,sl,solana,pumpswap
GxiwoCTDPymuwWLHwpAwZ76gzz1UCKeA,POGE,SNIPER_B,1785125037182,1785125106835,-24.9,-37.42,0.0,1,sl,solana,pumpswap
GxiwoCTDPymuwWLHwpAwZ76gzz1UCKeA,POGE,SNIPER_A,1785125036342,1785125107677,-24.9,-37.42,0.0,1,sl,solana,pumpswap
5cjnY14BvBj1n7nuULCN3nMA7mGPJCXT,Sheeb,SNIPER_SMART_TOP_AGE5,1785124654028,1785125110157,-16.2,-0.16,3.1,8,sl,solana,meteora
5cjnY14BvBj1n7nuULCN3nMA7mGPJCXT,Sheeb,SNIPER_SMART_COPY_AGE5,1785124653411,1785125112327,-16.2,-0.16,3.1,8,sl,solana,meteora
